"source","target","type","weights"
"WaveCatcher GmbH & Co. KG","Michael Evans","Shareholder",1
"WaveCatcher GmbH & Co. KG","Michael Gomez","Shareholder",1
"WaveCatcher GmbH & Co. KG","Steve Estrada","Shareholder",1
"WaveCatcher GmbH & Co. KG","Veronica Tapia","Shareholder",1
"WaveCatcher Ltd. Corporation Transport","Jeremiah Stone","Company Contacts",1
"WaveWorx & Incorporated Merchants","Ashley Vazquez","Shareholder",1
"WaveWorx & Incorporated Merchants","Barbara Woodard","Shareholder",1
"WaveWorx & Incorporated Merchants","Carolyn Mosley","Shareholder",1
"WaveWorx & Incorporated Merchants","Joel Hodge","Shareholder",1
"WaveWorx & Incorporated Merchants","Kelly Davis","Company Contacts",1
"WaveWorx Abalone N.V. Family","Amy Vazquez","Shareholder",1
"WaveWorx Abalone N.V. Family","Andrea Rodriguez","Shareholder",1
"WaveWorx Abalone N.V. Family","Anita Rivera","Shareholder",1
"WaveWorx Abalone N.V. Family","Ashley Herrera","Shareholder",1
"WaveWorx Abalone N.V. Family","Chelsea Brown","Shareholder",1
"WaveWorx Abalone N.V. Family","Chris Hurst","Shareholder",1
"WaveWorx Abalone N.V. Family","Cynthia Ferguson","Shareholder",1
"WaveWorx Abalone N.V. Family","Dr. Terry Hill","Shareholder",1
"WaveWorx Abalone N.V. Family","Gloria Woods","Shareholder",1
"WaveWorx Abalone N.V. Family","Jacob Gomez","Shareholder",1
"WaveWorx Abalone N.V. Family","Jeremy Campbell","Shareholder",1
"WaveWorx Abalone N.V. Family","Jessica Watson","Shareholder",1
"WaveWorx Abalone N.V. Family","Linda Reyes","Shareholder",1
"WaveWorx Abalone N.V. Family","Logan Coleman","Shareholder",1
"WaveWorx Abalone N.V. Family","Mary Williams","Company Contacts",1
"WaveWorx Abalone N.V. Family","Nicholas Sherman","Shareholder",1
"WaveWorx Abalone N.V. Family","Philip Stevenson","Shareholder",1
"WaveWorx Abalone N.V. Family","Phillip Rhodes","Shareholder",1
"WaveWorx Abalone N.V. Family","Ronnie Elliott","Shareholder",1
"WaveWorx Abalone N.V. Family","Sarah King","Shareholder",1
"WaveWorx Abalone N.V. Family","Seth Townsend","Shareholder",1
"WaveWorx Abalone N.V. Family","Taylor Thomas","Shareholder",1
"WaveWorx SE & Son's","Lisa Green","Company Contacts",1
"Weaver Group","Felicia Huff","Shareholder",1
"Weaver LLC","Laurie Evans","Shareholder",1
"Weaver Ltd","Kristy Neal","Shareholder",1
"Weaver PLC","Anthony Brooks","Shareholder",1
"Weaver PLC","Peter Green","Shareholder",1
"Weaver and Sons","Vickie Howard","Shareholder",1
"Weaver, Pham and Taylor","Tammy Rios","Company Contacts",1
"Weaver-Black","Juan Hunt","Shareholder",1
"Weaver-Rowland","Melissa Diaz","Shareholder",1
"Webb PLC","Austin Moran","Shareholder",1
"Webb and Sons","Stacy Nguyen","Shareholder",1
"Webb, Bryant and Short","Teresa Adkins","Shareholder",1
"Webb, Coleman and Ibarra","Vanessa Johnson","Shareholder",1
"Webb, Dennis and Wilson","Stephen George","Company Contacts",1
"Webb, George and Wilson","Joseph Davis","Company Contacts",1
"Webb, Joseph and Page","Brenda Smith","Shareholder",1
"Webb-Blevins","Leslie Jacobs","Company Contacts",1
"Webb-Brown","Jillian Potter","Shareholder",1
"Webb-Campbell","Monica Fernandez","Shareholder",1
"Webb-Frey","Andrew Butler","Shareholder",1
"Webb-Moore","Christopher Hernandez","Shareholder",1
"Webb-Morgan","Ariel Reid","Shareholder",1
"Webb-Peterson","Gregory Miller","Company Contacts",1
"Webb-Wang","Jessica Orozco","Company Contacts",1
"Weber Inc","Willie Ortiz","Shareholder",1
"Weber Ltd","Victor Greene","Shareholder",1
"Weber, Dixon and Keith","Jesse Young","Shareholder",1
"Weber, Gutierrez and Johnson","Jeremy Lewis","Shareholder",1
"Weber, Mathews and Fernandez","Rebecca Walls MD","Shareholder",1
"Weber-Clark","Stephen Mcdowell","Shareholder",1
"Weber-Fuller","Austin Martinez","Shareholder",1
"Weber-Keller","Cynthia Holloway","Company Contacts",1
"Weber-Schultz","Elizabeth Walker","Shareholder",1
"Webster PLC","Pamela Mccarthy","Shareholder",1
"Weeks PLC","Samuel Hansen","Company Contacts",1
"Weeks-Beck","Sandra Smith","Shareholder",1
"Weiss, Mathews and Allen","Michael Riley","Company Contacts",1
"Welch Group","Veronica Smith","Shareholder",1
"Welch PLC","Amanda Green","Shareholder",1
"Welch PLC","Michelle Smith","Company Contacts",1
"Welch and Sons","Christopher Barnes","Company Contacts",1
"Welch, Avila and Wells","Patricia Watkins","Shareholder",1
"Welch, Bell and Martinez","John Morris","Company Contacts",1
"Welch, Carr and Baker","Michael Moreno","Shareholder",1
"Welch, Carson and Johnson","Mary Hill","Shareholder",1
"Welch, Davies and Rivera","Wendy Guerra","Shareholder",1
"Welch, Macdonald and Johnson","Charles Wong","Company Contacts",1
"Welch, Mccoy and Taylor","Michelle Graham","Shareholder",1
"Welch, Pena and Clark","Andre Johnson","Company Contacts",1
"Welch-Brown","Jonathan Wilson","Shareholder",1
"Welch-Graham","Kevin Taylor","Shareholder",1
"Wells Group","Stephen Fletcher","Company Contacts",1
"Wells Group","William Johnson","Shareholder",1
"Wells LLC","Curtis Underwood","Shareholder",1
"Wells LLC","Joshua Wallace","Shareholder",1
"Wells PLC","Casey York","Company Contacts",1
"Wells PLC","Sarah Garcia","Shareholder",1
"Wells and Sons","Brian Parsons","Shareholder",1
"Wells, Fernandez and Booker","Pamela Molina","Company Contacts",1
"Wells, Mcdaniel and Rodriguez","Scott Patterson","Company Contacts",1
"Wells, Murphy and Barnes","Mary Mitchell","Company Contacts",1
"Wells-Bell","Courtney Carlson","Company Contacts",1
"Wells-Combs","Patricia Perry","Company Contacts",1
"Wells-Edwards","Steven Diaz","Shareholder",1
"Wells-Gonzalez","Brittany Phillips DVM","Shareholder",1
"Wells-Russell","Philip Miller","Shareholder",1
"Werner, Horton and Mckinney","Benjamin Martin","Shareholder",1
"Werner-Bell","Christopher Tyler","Shareholder",1
"Werner-Ortiz","Christopher Jones","Shareholder",1
"West Bengal   Ges.m.b.H. Holdings","Sherry Dickerson","Company Contacts",1
"West Bengal   OJSC Transport","Anne Phillips","Shareholder",1
"West Bengal   OJSC Transport","George Atkinson","Company Contacts",1
"West Bengal   OJSC Transport","Kristopher Green","Shareholder",1
"West Bengal   OJSC Transport","Samantha Archer","Shareholder",1
"West Bengal   OJSC Transport","Samantha Shaffer","Shareholder",1
"West Bengal  A/S Freight","Harry Willis","Company Contacts",1
"West Bengal  A/S Freight","Kimberly Thompson","Shareholder",1
"West Bengal  A/S Marine biology","Dave Meyer","Company Contacts",1
"West Bengal  AG Marine","Angela Lopez","Company Contacts",1
"West Bengal  Ltd. Corporation","Laura Lowery","Shareholder",1
"West Bengal  Ltd. Corporation","Michelle Garcia","Company Contacts",1
"West Bengal  Ltd. Corporation Sandbar","Jennifer Wilson","Company Contacts",1
"West Bengal  NV Sea spray","Amanda Nielsen","Shareholder",1
"West Bengal  NV Sea spray","Corey Smith","Shareholder",1
"West Bengal  NV Sea spray","Donald Scott","Shareholder",1
"West Bengal  NV Sea spray","Gabriel Yates","Shareholder",1
"West Bengal  NV Sea spray","John Thomas","Company Contacts",1
"West Bengal  NV Sea spray","Maria Hudson","Shareholder",1
"West Bengal  NV Sea spray","Matthew Reed","Shareholder",1
"West Bengal  NV Sea spray","Ryan Robbins","Shareholder",1
"West Bengal  NV Sea spray","Stacy Moody","Shareholder",1
"West Bengal  NV Sea spray","Teresa Terry","Shareholder",1
"West Bengal  NV Sea spray","William Rios","Shareholder",1
"West Bengal  S.A. de C.V.","Alexander Jones","Company Contacts",1
"West Bengal  S.A. de C.V.","Kristi Mckay","Shareholder",1
"West Bengal  S.A. de C.V.","Megan Daniel","Shareholder",1
"West Bengal  S.A. de C.V.","Richard Johnson","Shareholder",1
"West Bengal  SE Family","Ann Bates","Shareholder",1
"West Bengal  SE Family","Jeremy Hensley","Company Contacts",1
"West Fish  GmbH Transport","Barry Williams","Shareholder",1
"West Fish  GmbH Transport","Jessica Brown","Shareholder",1
"West Fish  GmbH Transport","Katrina Vega","Company Contacts",1
"West Fish  GmbH Transport","Michael Miller","Shareholder",1
"West Fish  GmbH Transport","Nathan Sanchez","Shareholder",1
"West Group","Audrey Harvey","Shareholder",1
"West Inc","Heidi Hernandez","Shareholder",1
"West LLC","Carolyn Dickerson","Company Contacts",1
"West LLC","Kimberly Tran","Shareholder",1
"West Limited Liability Company Transport","Emily Lewis","Shareholder",1
"West Limited Liability Company Transport","Hannah Mendez","Shareholder",1
"West Limited Liability Company Transport","Jeffrey Mccarthy","Company Contacts",1
"West Limited Liability Company Transport","Mrs. Courtney Wright DDS","Shareholder",1
"West S.A. de C.V.","Jodi Torres","Shareholder",1
"West Sp Marine ecology","Robin Miller","Company Contacts",1
"West, Berger and Gilbert","David Hudson","Company Contacts",1
"West, Chavez and Mueller","Taylor Hernandez","Shareholder",1
"West, Mckinney and Cooley","Scott Green","Shareholder",1
"West, Moody and Smith","Joseph Cohen","Shareholder",1
"West-Chavez","Crystal Garza","Shareholder",1
"West-Fleming","Tara Walker","Shareholder",1
"West-Frank","Amber Merritt","Shareholder",1
"West-Hernandez","Michael Sanchez DDS","Shareholder",1
"West-Lawrence","Leah Gonzalez","Shareholder",1
"West-Moore","Diane Duke","Company Contacts",1
"West-West","Kimberly Clark","Company Contacts",1
"Whale Inc Marine conservation","Todd Mora","Company Contacts",1
"Whale Plc Charter Boat","Courtney Lewis","Shareholder",1
"Whale Plc Charter Boat","Matthew Mcbride","Shareholder",1
"Whale Plc Charter Boat","Sonya Scott","Company Contacts",1
"Wheeler Group","Blake Farmer","Shareholder",1
"Wheeler Inc","Rachel Williams","Shareholder",1
"Wheeler and Sons","Gina Reynolds","Company Contacts",1
"Wheeler, Weaver and Brown","Christina Wilcox","Shareholder",1
"Wheeler-Hebert","Kimberly Ryan","Company Contacts",1
"Wheeler-Jordan","Lindsay Wiley","Company Contacts",1
"Wheeler-Torres","Elizabeth Rangel","Company Contacts",1
"Whitaker Group","Christine Freeman","Company Contacts",1
"Whitaker, Erickson and Zimmerman","Craig Howard","Company Contacts",1
"Whitaker, Weaver and Collier","Theresa Terrell","Shareholder",1
"Whitaker-Collier","Gregory Lee","Shareholder",1
"White Inc","Ashley Gonzalez","Company Contacts",1
"White Inc","Brianna Smith","Company Contacts",1
"White Inc","Kara Odom","Shareholder",1
"White LLC","Anthony Reyes","Company Contacts",1
"White LLC","Jeffrey Evans","Company Contacts",1
"White LLC","Traci Bradley","Company Contacts",1
"White Ltd","John Fleming","Shareholder",1
"White PLC","Douglas Jackson","Shareholder",1
"White and Sons","Brian Walker","Shareholder",1
"White and Sons","Linda Shannon","Shareholder",1
"White, Arroyo and Phillips","Amber Moyer","Company Contacts",1
"White, Brady and Perez","John Wells","Shareholder",1
"White, Bryant and Lee","Collin Adams","Company Contacts",1
"White, Fox and Hardy","Melissa Marquez","Shareholder",1
"White, Gardner and Moore","Terry Wallace","Company Contacts",1
"White, Gonzalez and Roberts","Ryan Lynch","Company Contacts",1
"White, Gutierrez and Miller","Martha Faulkner","Shareholder",1
"White, Harvey and Miller","Michelle Ruiz","Shareholder",1
"White, Johnson and Diaz","Stephanie Alvarez","Company Contacts",1
"White, Lawrence and Thompson","John Moore","Shareholder",1
"White, Mathis and Becker","Rachel Smith","Shareholder",1
"White, Miller and Castro","Susan Sullivan","Shareholder",1
"White, Moore and Anderson","Mark Rogers","Company Contacts",1
"White, Nguyen and Kaiser","Monica Schwartz","Shareholder",1
"White, Parker and Braun","Jason Watkins","Shareholder",1
"White, Schroeder and King","Abigail Fleming","Shareholder",1
"White, Shields and Miller","Ryan Bradley","Shareholder",1
"White, Stone and Farrell","Ryan Rogers","Shareholder",1
"White, Taylor and Frazier","Misty Hall","Company Contacts",1
"White, Velez and Lynch","Stephanie Beck","Shareholder",1
"White-Collier","Jason Day","Company Contacts",1
"White-Gibson","Jasmin Thompson","Company Contacts",1
"White-Gonzalez","Jason Collier","Shareholder",1
"White-Hickman","Wendy Butler","Company Contacts",1
"White-Horn","Karen Mitchell","Company Contacts",1
"White-Johnson","Kathy Cox","Shareholder",1
"White-Little","Jasmine Cain","Company Contacts",1
"White-Paul","Alicia Mcintyre","Shareholder",1
"White-Ray","Sarah Golden","Shareholder",1
"White-Roy","Barbara Clark","Shareholder",1
"White-Sullivan","Richard Robinson","Company Contacts",1
"White-Taylor","Tracy Vincent","Shareholder",1
"White-Weeks","Richard Jones","Shareholder",1
"White-White","Donald Williams","Shareholder",1
"White-White","Stephen Beck","Shareholder",1
"Whitehead Inc","Jennifer Day","Shareholder",1
"Whitehead, Fisher and Taylor","Scott Garcia","Shareholder",1
"Whitehead, Stewart and Neal","Kyle Villanueva","Company Contacts",1
"Whitehead-Rodriguez","Brittany Lara","Company Contacts",1
"Whitney Group","Sheila Garcia","Shareholder",1
"Wiggins Inc","Geoffrey Brooks","Shareholder",1
"Wiggins Ltd","Maria Holt DVM","Shareholder",1
"Wiggins PLC","Douglas Williams","Shareholder",1
"Wiggins and Sons","Edward Brown","Shareholder",1
"Wiggins-Mack","Melissa Brown","Shareholder",1
"Wilcox, Lewis and Taylor","Donald Jones","Shareholder",1
"Wilcox-Obrien","Dr. Deborah Shields DDS","Shareholder",1
"Wilcox-Walker","Brian Anderson","Shareholder",1
"Wiley, Larson and Cross","Thomas Caldwell","Shareholder",1
"Wiley, Ramirez and Ross","Tommy Bruce","Shareholder",1
"Wiley, Smith and Lambert","Zoe Smith","Shareholder",1
"Wiley-Mcdonald","Michelle Fleming","Company Contacts",1
"Wilkerson LLC","Lisa Wilson","Shareholder",1
"Wilkerson Ltd","Thomas Ross","Shareholder",1
"Wilkerson, Davis and Key","Johnny Welch","Shareholder",1
"Wilkerson-Anderson","Antonio Duncan","Shareholder",1
"Wilkerson-Anderson","Gregory Berry","Shareholder",1
"Wilkerson-Christensen","Joseph Duncan","Shareholder",1
"Wilkins Inc","Kristy Brown","Shareholder",1
"Wilkins Ltd","Kaitlyn Coleman","Shareholder",1
"Wilkins, Melton and Roberts","Megan Rich DDS","Company Contacts",1
"Wilkinson Group","Sharon Marshall","Shareholder",1
"Wilkinson Inc","Kimberly Hernandez","Shareholder",1
"Wilkinson Ltd","Rachael Sawyer","Shareholder",1
"Wilkinson, Bowers and Rogers","Jacob Nunez","Shareholder",1
"Wilkinson, Miller and Green","Carolyn Thomas","Shareholder",1
"Wilkinson, Moore and Williams","James Miller","Shareholder",1
"Wilkinson, Velasquez and Erickson","Pamela Wright","Shareholder",1
"Wilkinson-Wright","Wendy Griffin","Shareholder",1
"William Ltd. Liability Co Captain","Donald Reid","Company Contacts",1
"William Ltd. Liability Co Captain","Renee Silva","Shareholder",1
"William S.A. de C.V.","Margaret Dean","Shareholder",1
"William S.A. de C.V.","Michael Watkins","Shareholder",1
"William S.A. de C.V.","Patrick Liu","Company Contacts",1
"William Sea spray Corp Marine life","Donna Hess","Company Contacts",1
"William Sea spray Corp Marine life","Mary Sims","Company Contacts",1
"Williams Group","Diane Hardy","Shareholder",1
"Williams Group","Jared Hamilton","Shareholder",1
"Williams Group","Judy Mckinney","Shareholder",1
"Williams Group","Kelly Colon","Shareholder",1
"Williams Group","Linda Mccall","Shareholder",1
"Williams Group","Rachel Garcia","Shareholder",1
"Williams Inc","Danielle Reeves","Company Contacts",1
"Williams Inc","Elizabeth Villa","Shareholder",1
"Williams Inc","Gregory Murphy","Shareholder",1
"Williams Inc","Laurie Ramirez","Shareholder",1
"Williams Inc","Lisa Duncan","Shareholder",1
"Williams Inc","Lisa Tran","Shareholder",1
"Williams Inc","Michael Cardenas","Company Contacts",1
"Williams Inc","Philip Rodriguez","Company Contacts",1
"Williams Inc","Samantha Spencer","Shareholder",1
"Williams LLC","Christopher Gomez","Shareholder",1
"Williams LLC","Devin Woods","Shareholder",1
"Williams LLC","Makayla Ortiz","Shareholder",1
"Williams LLC","Micheal Foster","Company Contacts",1
"Williams LLC","Roberto Perez","Shareholder",1
"Williams LLC","Tyler Romero","Company Contacts",1
"Williams Ltd","Andrew Williams","Shareholder",1
"Williams Ltd","Cheryl Silva","Shareholder",1
"Williams Ltd","Cynthia Stephenson","Shareholder",1
"Williams Ltd","David Smith MD","Shareholder",1
"Williams Ltd","Lee Mcpherson","Shareholder",1
"Williams PLC","Amy Bradford","Company Contacts",1
"Williams PLC","Andrew Terrell","Shareholder",1
"Williams PLC","Dr. Jared Smith DDS","Shareholder",1
"Williams PLC","Frank Wilson","Shareholder",1
"Williams PLC","Luis Gross","Company Contacts",1
"Williams PLC","Michael Stokes","Shareholder",1
"Williams PLC","Patricia Hernandez","Shareholder",1
"Williams PLC","Richard Campbell","Company Contacts",1
"Williams PLC","Ryan Jones","Company Contacts",1
"Williams PLC","Suzanne Browning","Shareholder",1
"Williams PLC","Tina Nolan","Company Contacts",1
"Williams and Sons","Anthony Montgomery","Shareholder",1
"Williams and Sons","Jerry Larson","Shareholder",1
"Williams and Sons","Kevin Webb","Shareholder",1
"Williams and Sons","Rachel George","Shareholder",1
"Williams and Sons","Timothy Bentley","Company Contacts",1
"Williams and Sons","Tyler Smith","Company Contacts",1
"Williams, Adams and Fowler","Ethan Carter","Shareholder",1
"Williams, Anderson and Martin","Kevin Adams","Shareholder",1
"Williams, Cameron and Ritter","Colleen Middleton","Shareholder",1
"Williams, Cole and Reynolds","Amy Mccarthy","Shareholder",1
"Williams, Davis and Gallagher","John Burton","Shareholder",1
"Williams, Esparza and Mckinney","Barry Baker","Shareholder",1
"Williams, Fisher and Garcia","Madeline White","Shareholder",1
"Williams, Ford and Gray","Kimberly Padilla","Shareholder",1
"Williams, Frazier and Holder","Jordan Odonnell","Shareholder",1
"Williams, Garcia and Johnson","Matthew Clayton","Company Contacts",1
"Williams, Garcia and Mathews","Marie Jackson","Shareholder",1
"Williams, Gibson and Rivera","Corey Gardner","Shareholder",1
"Williams, Gill and Reynolds","Suzanne Riddle","Shareholder",1
"Williams, Grant and Maldonado","Duane Stewart","Shareholder",1
"Williams, Hardy and Carter","James King","Shareholder",1
"Williams, Harmon and Larsen","Kristen Woodard","Company Contacts",1
"Williams, Howard and Smith","Debra Edwards","Shareholder",1
"Williams, Hunt and Hall","John Taylor","Shareholder",1
"Williams, Jones and Hubbard","Lori Brooks","Shareholder",1
